City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,somerset,40.5668,-74.5496,16.76,67,0,0.45,US,1725842663
368,uliastay,47.7417,96.8444,3.02,52,0,1.57,MN,1725842664
369,suntar,62.1444,117.6319,9.62,87,100,2.01,RU,1725842665
370,kyzyl,51.7,94.45,10.93,51,96,0.6,RU,1725842666
371,kodinsk,58.6881,99.1844,7.13,94,100,2.75,RU,1725842642
372,laojunmiao,39.8333,97.7333,11.93,44,4,3.13,CN,1725842668
373,rongelap,11.1635,166.8941,28.77,77,59,8.37,MH,1725842669
374,bor,56.3567,44.0669,9.96,70,2,0.75,RU,1725842671
375,fortaleza,-3.7227,-38.5247,27.07,69,0,6.69,BR,1725842395
376,severo-vostotchnyi bank,39.4112,49.2479,22.06,58,48,1.79,AZ,1725842674
377,yozgat,39.5833,35.3333,16.75,66,100,1.08,TR,1725842675
378,tukzar,35.9483,66.4213,11.9,22,0,1.28,AF,1725842676
379,terme,41.2092,36.9739,21.32,87,100,1.87,TR,1725842678
380,bossangoa,6.4926,17.4552,21.86,98,100,1.5,CF,1725842679
381,iskateley,67.6803,53.1512,7.07,75,100,5.03,RU,1725842680
382,gizo,-8.103,156.8419,27.38,73,30,7.08,SB,1725842681
383,lodwar,3.1191,35.5973,28.28,40,100,6.27,KE,1725842682
384,idrinskoye,54.3708,92.1358,9.44,95,100,3.08,RU,1725842683
385,berezovo,63.9381,65.0419,3.42,80,16,1.95,RU,1725842684
386,sparti,37.0733,22.4297,23.3,85,31,1.22,GR,1725842686
387,lukolela,-1.0605,17.1821,21.03,98,100,0.46,CD,1725842687
388,olinda,-8.0089,-34.8553,25.85,83,40,5.66,BR,1725842688
389,saldanha,-33.0117,17.9442,8.03,66,0,7.7,ZA,1725842689
390,badger,64.8,-147.5333,12.21,89,100,2.06,US,1725842690
391,prince rupert,54.3161,-130.3201,14.05,88,20,5.66,CA,1725842691
392,howrah,22.5892,88.3103,28.0,94,40,3.09,IN,1725842692
393,amuntai,-2.4177,115.2494,27.61,82,83,1.16,ID,1725842694
394,san ignacio,17.1561,-89.0714,30.08,74,40,5.14,BZ,1725842695
395,xique xique,-10.8217,-42.7311,25.85,44,0,6.12,BR,1725842696
396,broken hill,-31.95,141.4333,16.44,47,0,3.79,AU,1725842697
397,namtsy,62.7161,129.6658,10.69,63,100,2.34,RU,1725842698
398,revda,56.801,59.9303,11.45,96,7,1.31,RU,1725842699
399,okhotsk,59.3833,143.3,14.26,63,6,2.97,RU,1725842700
400,ashkasham,36.6833,71.5333,6.31,47,0,0.75,AF,1725842702
401,camabatela,-8.1881,15.375,16.34,97,86,1.68,AO,1725842703
402,salamanca,40.8333,-6.0,12.46,65,0,1.68,ES,1725842704
403,dakhla,23.6848,-15.958,20.45,88,100,9.32,EH,1725842705
404,barra do garcas,-15.89,-52.2567,24.91,17,0,1.09,BR,1725842706
405,khandyga,62.6667,135.6,8.56,66,100,2.0,RU,1725842707
406,dryden,49.7833,-92.7503,20.16,60,0,2.06,CA,1725842708
407,bakchar,57.0186,82.0711,10.67,94,100,3.49,RU,1725842710
408,mulayjah,27.271,48.4242,32.07,24,0,3.69,SA,1725842711
409,flying fish cove,-10.4217,105.6791,24.82,94,100,6.69,CX,1725842712
410,fonte boa,-2.4959,-66.2662,26.89,55,0,0.67,BR,1725842713
411,reyes,-14.3167,-67.3833,26.59,34,0,0.33,BO,1725842714
412,neosho,36.869,-94.368,20.99,34,0,3.78,US,1725842715
413,victorica,-36.2151,-65.4359,17.72,43,100,6.48,AR,1725842716
414,happy valley-goose bay,53.3168,-60.3315,14.17,100,100,1.03,CA,1725842718
415,ashland,40.8167,-82.2665,14.99,86,3,2.03,US,1725842439
416,taro,-8.3862,115.28,25.94,70,23,1.17,ID,1725842721
417,kuacjok,8.3002,27.9903,22.13,91,81,1.41,SS,1725842722
418,sinabang,2.4803,96.3801,26.12,77,100,1.93,ID,1725842723
419,ciudad lazaro cardenas,17.9583,-102.2,27.34,82,100,1.41,MX,1725842456
420,uzgen,40.7699,73.3007,15.34,34,100,1.82,KG,1725842726
421,nizhnesortymskiy,62.4397,71.7603,4.82,82,73,3.18,RU,1725842727
422,abashiri,44.0213,144.2697,22.16,56,20,5.14,JP,1725842728
423,saint-philippe,-21.3585,55.7679,21.17,80,9,3.78,RE,1725842729
424,santo antonio,-6.3106,-35.4789,20.99,94,16,4.03,BR,1725842730
425,walvis bay,-22.9575,14.5053,10.3,87,0,2.15,NA,1725842724
426,andkhoy,36.9529,65.1238,15.57,26,0,3.19,AF,1725842732
427,miches,18.9836,-69.0476,27.15,91,100,2.97,DO,1725842734
428,rio grande,-32.035,-52.0986,15.23,89,100,4.84,BR,1725842531
429,santiago de cao,-7.9589,-79.2392,17.07,88,100,3.09,PE,1725842736
430,ciudad bolivar,8.1222,-63.5497,29.71,61,9,0.11,VE,1725842737
431,san luis de la loma,17.2706,-100.8939,26.59,88,100,2.51,MX,1725842738
432,torghay,49.6339,63.4981,13.03,61,3,2.67,KZ,1725842739
433,bambanglipuro,-7.95,110.2833,27.95,70,36,3.05,ID,1725842740
434,al kharijah,25.4514,30.5464,27.73,32,0,1.96,EG,1725842742
435,vilyuchinsk,52.9306,158.4028,14.15,56,100,4.55,RU,1725842743
436,khallikot,19.6167,85.0833,26.44,91,100,2.67,IN,1725842744
437,trubchevsk,52.5798,33.7644,14.3,50,100,2.24,RU,1725842745
438,xinyuan,37.3,99.0,9.47,79,100,1.75,CN,1725842746
439,lalibela,12.0333,39.0333,13.12,77,9,0.72,ET,1725842747
440,hono,57.6897,11.6497,20.69,77,100,5.59,SE,1725842748
441,armacao de buzios,-22.7469,-41.8817,21.57,91,0,7.87,BR,1725842750
442,la'ie,21.6477,-157.9253,30.58,65,2,3.58,US,1725842751
443,panorama,40.5878,23.0315,23.03,66,0,0.45,GR,1725842752
444,puerto colombia,10.9878,-74.9547,25.05,83,100,4.89,CO,1725842753
445,tiffin,41.1145,-83.178,17.19,68,1,3.5,US,1725842754
446,kruisfontein,-34.0033,24.7314,9.51,72,96,1.8,ZA,1725842755
447,miles city,46.4083,-105.8406,32.54,15,0,3.6,US,1725842485
448,guane,22.2025,-84.0875,26.92,85,0,2.21,CU,1725842758
449,tual,-5.6667,132.75,26.4,72,72,8.81,ID,1725842759
450,acarau,-2.8856,-40.12,25.12,83,7,8.65,BR,1725842760
451,hammerfest,70.6634,23.6821,18.25,77,15,4.12,NO,1725842761
452,thannhausen,48.2833,10.4667,14.56,98,100,3.48,DE,1725842762
453,gamba,-2.65,10.0,23.93,90,100,3.79,GA,1725842763
454,toliara,-23.35,43.6667,23.5,61,0,1.22,MG,1725842765
455,horta,38.5333,-28.6333,21.68,84,73,4.47,PT,1725842766
456,kangding,30.0513,101.9603,17.0,96,100,1.74,CN,1725842767
457,pizhou,34.3114,117.9503,26.61,80,14,3.27,CN,1725842768
458,tsiombe,-25.3,45.4833,22.42,65,0,1.42,MG,1725842769
459,kitimat,54.0524,-128.6534,17.05,67,11,4.02,CA,1725842770
460,kapuskasing,49.4169,-82.4331,12.05,62,20,2.06,CA,1725842771
461,bodaybo,57.8506,114.1933,9.25,89,100,0.88,RU,1725842773
462,oneonta,42.4529,-75.0638,12.81,76,0,2.79,US,1725842774
463,papar,5.7333,115.9333,30.0,69,80,1.17,MY,1725842775
464,sorong,-0.8833,131.25,27.82,78,66,5.55,ID,1725842284
465,road town,18.4167,-64.6167,29.02,79,40,5.66,VG,1725842777
466,lake albert,-35.1667,147.3833,14.36,73,52,1.79,AU,1725842778
467,yuzhno-kurilsk,44.0306,145.8556,18.46,69,0,6.63,RU,1725842779
468,mangrol,21.1167,70.1167,26.65,85,78,4.16,IN,1725842781
469,sao vicente,-23.9631,-46.3919,23.49,65,0,1.05,BR,1725842782
470,katsuren-haebaru,26.3369,127.8719,26.21,90,20,8.23,JP,1725842783
471,new plymouth,-39.0667,174.0833,14.89,100,2,5.59,NZ,1725842784
472,dipayal,29.2608,80.94,23.85,93,7,1.25,NP,1725842785
473,kabalo,-6.05,26.9167,28.78,37,87,2.36,CD,1725842786
474,maracaju,-21.6144,-55.1683,29.67,20,100,2.52,BR,1725842788
475,bhimunipatnam,17.8833,83.4333,24.73,95,100,4.82,IN,1725842789
476,tateyama,34.9833,139.8667,28.5,77,1,2.92,JP,1725842698
477,bowen,-20.0167,148.2333,23.92,60,2,4.59,AU,1725842792
478,port douglas,-16.4833,145.4667,24.85,69,57,5.35,AU,1725842793
479,arteaga,18.4667,-102.4167,21.42,99,93,1.58,MX,1725842794
480,kununurra,-15.7667,128.7333,31.99,45,4,5.66,AU,1725842619
481,basoko,1.2391,23.616,22.27,92,91,0.41,CD,1725842797
482,cidreira,-30.1811,-50.2056,16.38,99,62,2.42,BR,1725842798
483,dondo,-19.6094,34.7431,19.73,70,5,2.05,MZ,1725842799
484,mizque,-17.941,-65.3402,16.18,60,0,1.87,BO,1725842801
485,mount pleasant,32.7941,-79.8626,20.0,97,100,4.12,US,1725842627
486,kailua-kona,19.6406,-155.9956,27.93,81,29,0.89,US,1725842804
487,hinton,53.4001,-117.5857,25.58,32,29,3.66,CA,1725842805
488,tralee,52.2704,-9.7026,11.18,74,100,4.14,IE,1725842806
489,cill airne,52.05,-9.5167,11.63,71,100,3.35,IE,1725842807
490,lobito,-12.3481,13.5456,20.01,87,50,0.99,AO,1725842809
491,el charco,2.4769,-78.1105,25.29,86,100,1.59,CO,1725842811
492,puerto cabezas,14.0351,-83.3888,26.75,86,0,2.22,NI,1725842812
493,katsuura,35.1333,140.3,27.87,80,0,3.44,JP,1725842813
494,guiratinga,-16.3494,-53.7583,25.11,16,8,2.21,BR,1725842814
495,champerico,14.3,-91.9167,27.29,83,98,4.27,GT,1725842815
496,jumla,29.2747,82.1838,14.04,88,15,1.09,NP,1725842816
497,slobozia,46.7281,29.7078,17.01,38,0,1.47,MD,1725842817
498,aripuana,-9.1667,-60.6333,27.57,27,4,1.11,BR,1725842819
499,midvagur,62.0511,-7.1939,9.46,81,75,2.06,FO,1725842820
500,kulhudhuffushi,6.6221,73.07,27.65,78,100,4.05,MV,1725842821
501,lisakovsk,52.5369,62.4936,14.83,82,85,3.64,KZ,1725842822
502,cabedelo,-6.9811,-34.8339,24.37,85,19,6.8,BR,1725842823
503,san antonio oeste,-40.7319,-64.9477,15.0,35,57,5.18,AR,1725842824
504,amble,55.3333,-1.5833,12.08,100,100,6.69,GB,1725842825
505,aykhal,66.0,111.5,6.07,81,100,6.69,RU,1725842827
506,mwene-ditu,-7.0,23.45,25.75,50,100,2.95,CD,1725842828
507,peterhead,57.5058,-1.7981,12.15,75,100,8.99,GB,1725842829
508,barrouallie,13.2333,-61.2667,27.79,84,40,0.0,VC,1725842830
509,coulommiers,48.8145,3.085,15.82,96,99,4.15,FR,1725842706
510,nahiyat ash shinafiyah,31.5874,44.6602,35.42,14,0,2.95,IQ,1725842832
511,viamao,-30.0811,-51.0233,17.45,93,75,4.12,BR,1725842688
512,bamboo flat,11.7,92.7167,28.05,83,75,5.14,IN,1725842835
513,torquay,50.4638,-3.5143,15.4,87,25,0.45,GB,1725842836
514,tolanaro,-25.0319,46.9987,20.04,94,0,5.14,MG,1725842837
515,hakha,22.65,93.6167,19.75,96,100,0.77,MM,1725842838
516,xilin hot,43.9667,116.0333,20.57,79,100,7.3,CN,1725842839
517,dhidhdhoo,6.8833,73.1,27.81,76,100,4.29,MV,1725842840
518,wotho,10.1657,166.0102,28.91,74,100,7.76,MH,1725842841
519,chernyshevskiy,63.0128,112.4714,7.59,89,100,2.58,RU,1725842843
520,la sarre,48.8002,-79.1996,8.03,62,82,4.81,CA,1725842827
521,fort st. john,56.2499,-120.8529,13.94,72,100,5.14,CA,1725842705
522,turmalina,-17.2856,-42.73,18.91,58,0,2.16,BR,1725842846
523,sinop,41.7711,34.8709,15.87,94,0,0.54,TR,1725842847
524,nikolayevsk-on-amure,53.1406,140.73,14.85,49,18,4.35,RU,1725842848
525,thisted,56.9552,8.6949,16.78,93,100,3.86,DK,1725842849
526,dalnegorsk,44.5604,135.5701,24.52,56,0,0.94,RU,1725842851
527,mbandaka,0.0487,18.2603,21.19,99,100,1.2,CD,1725842852
528,bac lieu,9.285,105.7244,28.2,76,63,4.67,VN,1725842853
529,tlanchinol,20.9833,-98.65,18.32,82,100,1.08,MX,1725842854
530,nema,57.5067,50.5011,13.14,71,100,0.5,RU,1725842855
531,tongliao,43.6125,122.2653,24.32,72,63,9.07,CN,1725842856
532,kyzyl-suu,42.3414,78.0056,11.82,52,100,0.43,KG,1725842858
533,yerofey pavlovich,53.9667,121.9667,12.27,64,100,3.55,RU,1725842859
534,jeddah,21.5169,39.2192,31.92,45,0,3.09,SA,1725842860
535,agenebode,7.106,6.6966,23.5,97,100,1.45,NG,1725842861
536,makokou,0.5738,12.8642,21.64,97,100,1.14,GA,1725842862
537,yingkou,40.6648,122.2283,23.44,73,97,4.83,CN,1725842863
538,greenville,35.6127,-77.3663,18.4,90,100,0.0,US,1725842587
539,egilsstadir,65.2653,-14.3948,3.95,70,75,2.57,IS,1725842866
540,miyako,39.6367,141.9525,26.02,56,100,1.45,JP,1725842867
541,samarinda,-0.5,117.15,27.51,85,100,1.18,ID,1725842868
542,taiobeiras,-15.8078,-42.2331,18.14,53,4,3.43,BR,1725842869
543,meulaboh,4.1363,96.1285,24.89,82,100,2.52,ID,1725842870
544,kone,-21.0595,164.8658,24.45,49,93,3.42,NC,1725842871
545,xiulin,29.7167,112.4,30.97,61,3,2.4,CN,1725842872
546,sao paulo de olivenca,-3.3783,-68.8725,28.38,47,2,1.37,BR,1725842874
547,pandan,14.0453,124.1694,28.0,83,100,2.69,PH,1725842875
548,shiraz,29.6036,52.5388,21.69,24,0,2.06,IR,1725842876
549,verkhneyarkeyevo,55.4505,54.3145,17.34,75,36,1.35,RU,1725842877
550,esquel,-42.9,-71.3167,3.63,91,100,3.23,AR,1725842661
551,lagos,6.5833,3.75,23.67,94,13,1.62,NG,1725842544
552,ximeicun,24.9639,118.3794,28.73,77,1,1.15,CN,1725842883
553,talcahuano,-36.7167,-73.1167,10.82,76,0,4.12,CL,1725842884
554,leh,34.1667,77.5833,10.42,56,24,2.01,IN,1725842886
555,colac,-38.3333,143.5833,10.97,80,100,4.45,AU,1725842888
556,yarmouth,41.7057,-70.2286,17.29,62,0,4.02,US,1725842889
557,madison,34.7334,-86.5667,21.34,45,0,3.09,US,1725842846
558,jiayuguan,39.8167,98.3,13.95,36,2,1.81,CN,1725842891
559,nouadhibou,20.931,-17.0347,21.99,83,98,6.17,MR,1725842892
560,sandnessjoen,66.0217,12.6316,16.33,79,90,9.1,NO,1725842832
561,sao joao da barra,-21.6403,-41.0511,23.05,87,0,7.06,BR,1725842894
562,nicoya,10.1483,-85.452,24.08,96,100,0.72,CR,1725842896
563,luanda,-8.8368,13.2343,21.0,88,78,1.03,AO,1725842897
564,scottburgh,-30.2867,30.7532,14.86,80,100,8.86,ZA,1725842898
565,san adrian,42.3465,-1.9226,14.61,76,0,3.41,ES,1725842899
566,brezina,33.0989,1.2608,23.98,70,77,1.95,DZ,1725842900
567,tambacounda,13.7539,-13.7586,27.03,100,40,1.03,SN,1725842901
568,tofol,5.3248,163.0078,28.88,74,100,1.54,FM,1725842903
